,0,1
1905,متاسفانه مسئولان حامی ما جوانها نیستند . من خودم میخوام یک استارتاپِ دانش بنیان در حوزه زیست فناوری کشاورزی و مبتنی بر کانابایس راه بندازم با اپ و سایت هم مراحل تولید تا فروش مدیریت شود اما مجوز بازی و دخالت دولت نمیگذاره,SAD
1906,بوسیدنت صدای خنده هایت و سیگاری ک دیگر آرام بخش من نیست,SAD
1907,از قرص جویدنی متنفرم,HATE
1908,دوست عزیز  خیلی خنده داره این دوربین را با گوشی مقایسه می کنید شما وقتی توانایی ومهارت استفاده از دوربین را ندارید باید هم این حرف را بزنید البته شاید اصلا  این دوربین را ندارید واز نزدیک هم ندیدید,OTHER
1909, بعد از شارژ اولیه دو ساعت باهاش کار کردم سه بار وسط دانلود و اجرای برنامه ها خاموش روشن شد!!!دردآور اینه که ترکیه نسبت به جنایات اخیر #اسرائیل واکنش نشون داد اما مسئولان جمهوری اسلامی که مثلاً آرمان دفاع از مظلوم رو دارن هنوز ساکتن! #القدس_عاصمة_فلسطين_الأبدية,SAD
1910,چیزی که تعیین کننده موفقیت استارتاپه قوی بودن تیم و فاندرهاست. اگه فاندرها خوب نباشن تو شرایط خوب اقتصادی هم نتیجه نمیگیرن. وضعیت بد اقتصادی شرایط رو برای تیم خوب سختتر میکنه ولی تعیین کننده نیست.,OTHER
1911,دلم یکم شادی میخاد,SAD
1912,روحش شاد و يادش گراميباد,SAD
1913,قلب خانه زن ها اگر شاد باشند قلب خانه می تپد زن ها اگر موهایشان را شکل دهند ، اگر صورتشان را آرایش کنند ، اگر لباسهای شاد بپوشند زندگی در خانه جریان پیدا می کند زن ها اگر کودک درونشان هنوز شیطنت کند ، اگر شوخی کنند ، بخندند ، همه اهل خانه را به زندگی نوید می دهند,HAPPY
1914,نمی دانم هم اکنون در کجا مشغول لبخندی فقط یک آرزو دارم که در دنیای شیرینت میان قلب تو با غم نباشد هیچ پیوندی,SAD
1915,لعنت بر موهاي هرزه اي كه نميدانند كجا رشد كنند و گند ميزنند به وقتمان,ANGRY
1916,توی زندگی همه یه جایی هست که از روز و ادماش بیزار میشی و به شب پناه میاری اونجا میتونه یکی از تلخ ترین قسمتای زندگی باشه و واقعا سخت میگذره,SAD
1917,حالا شما جدی نگیرید ولی نصف مسیر موفقیت به واسطه ی اسمیست که برای آدم انتخاب میکنن؛ مثلا من سه تا عمه دارم، عمه زرین تاج و اکرمالملوک در حوزه ی تخصصی خودشون آدمای بنامی شدن، ولی از عمه فرحناز هیچی در نیومد,OTHER
1918,"""بگرییم به حال کشوری که رهبرش، از ترس تندروهای داخلی، در سخنرانی هایش چیزهایی می گوید که در روز عمل، ناچار است با مخفی شدنپشت سر دیگران، ذلیلانه از آنها عقب نشینی کند و آن را """" نرمش قهرمانانه """" بنامد. بینوا گفته بود خودش : """"باید گریست به حال کشوری که کسی مثل من بخواهد رهبرش شود""""""",SAD
1919,بهم دایرکت داده میگه هولم بده رفتم تو پیجش میبینم توییت نداره خب لعنتی تو زدی تو دنده دستی ام کشیدی من چطوری هلت بدم ؟؟ یه چیزی شنیدیناااا,SURPRISE
1920,عجیبه! سازمان #صداوسیما تو کارگروه م.م.م رای به #فیلتر_توئیتر ، #فیلتر_تلگرام و #فیلتر_اینستاگرام میدهد، ولی برای دعوت مردم برای شرکت در کمپین آزادی #مرضیه_هاشمی به جای #سروش از توئیتر و تلگرام و اینستاگرام سوءاستفاده میکنند!! زیبا نیست؟! هست. خیلیامهست:/ …,SURPRISE
1921,نفر از داخل نظام میگه ما بد کردیم... بهمن میگه ن بخدا این چ حرفی شما عالی بودین... اونا بدن  …,OTHER
1922,همسر یک پاسدار رژیم آخوندی در حال چپاول بیت المال... منتظر است تا سهمش از سفره انقلاب را بگیرد... بر صفدر و صفدر حسینی ها نه یک بار صد بار لعنت...,HATE
1923,از این مامانایی که بچه هاشونو مدل میکنن بدم میاد بابا بچه باید بچگی کنه ولش کنین به خاطر معروف شدن خودشون چقد بچه هاشونو اذیت میکنن,HATE
1924,از اکثر کارفرهنگیهایی که برای حجاب میشه بیزارم:) ایضا توییتهایی که زده میشه:) #صبح_شما_هم_بخیر,HATE
1925,از خندوانه و رامبد جوان متنفرم,HATE
1926,باورم نمیشه اینجا ایران بود قبلا.عجب بدبختمون کردن پدرمادراها??اون نسل تا عمر دارن مدیون ما جوون ها هستن تا عمر دارن مدیونن,SAD
1927,چرا خدا ما رو رها کرده؟!.روز به روز مردم دارن تو غصه بی پولی و بدبختی غرق می شن? دیگه از زندگی متنفر و ناامید شدم به خدا.نه زندگی داریم نه آینده ای روز به روزم بیچاره تر می شیم,SAD
1928,برخورد توریستی مسئولان با خیابان و مترو و بیآرتی وارد سطح جدیدی شده. قشنگ جالبه براشون. جلسه هیأت دولت عکس مترو اینا نشون میدن به هم تو گوشیهاشون؟,SURPRISE
1929,یکی از شاگردام با نمره هفت افتاده حالا بهم ایمیل زده گفته اگه میشه حداقل بهم ده بدین. نه تو رو خدا بیا اصلا بهت هفده بدم.,ANGRY
1930,در رابطه با حادثه تروريست خاش.... عصبانی و ناراحت هستید درست اما رو به تحلیل های کودکانه نیارید میدونی چند نفر دارن توییتهاتون رو مبخونند و شادی میکنند؟؟؟,ANGRY
1931,هیچ چیز ترسناک تر از پیشنهاد دهندهی کانکشن لینکدین نیست. عجیب creepyیه الگوریتم پشت این هر چی که هست.,FEAR
1932,یه جوری اول صبح  اعصابم رو خرد کرد، هر کی رو میبینم بهش میپرم. مرسی از دیجیکالای دوسداشتنی,ANGRY
1933,قبلا نداشتم این عطرو. بدم نیومد ازش. خوش بوئه خیلی,HAPPY
1934,پشتِ هر «من رو قضاوت نکن»، دو تا «از من انتقاد نکن» خوابیده.,OTHER
1935,غمخوار من ! به خانه ی غم ها خوش آمدی بامن به جمع مردم تنها خوش آمدی بین جماعتی که مرا سنگ می زنند می بینمت ، برای تماشا خوش آمدی پایان ماجرای دل و عشق روشن است ای قایق شکسته به دریا خوش آمدی... #فاضل_نظری,SAD
1936, من که از خرید ام راضی  هستمعجب مملکتی داریم ما انگاری همه دق دقشون حجاب خانمهاست,SURPRISE
1937,""" """"واقعا تعریف ها و تخریب ها رو دور بریزیدانقد اعصابم خورده که فقط فیلم جدید ایرج ملکی آرومم میکنه""",ANGRY
1938,♡ بانوی محجبه ♡ نمـيدانم در دلت چه ميگذرد نمي خواهـم بدانم ولي احسنت کــه بــا حجابت ؛ نه دل شــهيدي را شکـانـدي نه دل جواني را لـرزانـدی ...,HAPPY
1939,ولی بیشتر وقتا جواب دوستت دارم: همون مرسیه,OTHER
1940, تو که دنبال یه مرد لارج میگردی بخرتت و بکنتت بعدم بده بقلی بکنه.تو بایدم ناراحت شی.بازارت کساد شده,ANGRY
1941, قدرت چسبندگی بشدت زیاده. بطوری که من رو داشبود چسبوندمش .یکم جاش نادرست بود خواستم جابجاش کنم نتونستم دیگه تکونش بدم.امروز به دستم رسید،ظاهر خوبی داره اما اصلا جنس خوبی نداره،واقعا جنسش افتضاح هست،من تو شگفت انگیز خریدم و توقع یک  جنس با کیفیت رو داشتم اما وقتی دیدم از خریدم خیلی پشیمون شدم.,SAD
1942,پنگوئنا و فوکا واقعا بدبختن انگشت ندارن نمیتونن سیگار بکشن یادم افتاد اصن اعصابم خورد شد,ANGRY
1943,تصورش هم وحشتناک هست,FEAR
1944,هفته پیش همسایه روبروم دم خونه اومد، گفت از ایران زنگ زدند بابام سکته کرده. ایران میرم و کلید خونش را به من داد.دیروز صابخونه برگشت و کلید رو دادم وسایل نبود. زنگ زدم به دست دوم فروش های محل تا رد کسی که فروخته رو پیدا کردم و در نهایت دزد رو.هیچ وقت کلید خونه کسی رو قبول نکنید.,SAD
1945,دارم از خشم و درد دیونه میشم واسه خاطر پریود نه ها واسه سندرم قبلش,ANGRY
1946,اگر ممنوع شدن انتشار دارایی مسئولان در مجمع تشخیص و حذف بند مربوط به انتشار حقوق کارمندان در کمسیون تلفیق فساد و کثافت سیستمی نیس،پس چیه؟!,ANGRY
1947,ازین ۸۸ و تقلب و فتنه و هر کوفتی از هر سمتی، که باعث دودستگی بین یک خانواده یک فامیل یا یک ملت شده متنفرم :),HATE
1948,از دلتنگي زياد عصباني ام... خيلي عصباني. نه ناراحت نه اشكي... فك ميكنم فقط يه چيز بغض گلومو باز كنه! اين هفته كه الي از يزد بياد تا ببينمش بغلش كنم و هاي هاي بزنم زير گريه و راحت شم از اين گلوي بغضي.,ANGRY
1949,بعد از #کربلای۴ ستونی از کامیون های خالی ایرانی در شب با چراغ روشن به سمت شمال جبهه در حرکت بودند. این را ماهواره ها و جاسوس های عراقی می دیدند . ولی درست در سمت برگشت جاده، هزاران کامیون با چراغ خاموش در حال انتقال نیرو به شلمچه برای عملیات #کربلای۵ بودند. عراق غافلگیر شد .,OTHER
1950,وقتى زنى زيبا مى ميرد زمين تعادلِ خود را از دست مى دهد ماه صد سال عزاىِ عمومى اعلام مى كند و شعر سرگردان مى شود. نزار قبانى,SAD
1951, … حواشی توزیع افطاری در غزه با صدقات مردم فیلم توزیع غذای گرم بین فلسطینیان در نوار غزه از سوی کمیته امداد امام خمینی موجی از خشم و عصبانیت را در بین ایرانیها ایجاد کرده است.,ANGRY
1952,ما از ترس سربازان اطلاعات و سگان ولايت ناشناسيم! ما كاربران ناشناس افتخار ميكنيم كه مبارزه به دارد به نتيجه ميرسد؛ صداى ما ناشناسان به جهان رسيده و اجماع كشورهاى مهم دنيا برعليه جمهورى اسلامى فردا مشخص ميشود؛ اين مبارزه رسانه اى در تاريخ ثبت خواهد شد #WarsawSayNoToMullahs,FEAR
1953,فقط برای این می رم دانشگاه که بقیه رو هم من ویروس بدم مریضشون کنم و انتقاممو بگیرم,OTHER
1954,مسئله اینه که بچه های مسئولان و خود مسئولان چنین شرایطی رو اصلا نمیتونن تصور کنن و انتهای دغدغه هاشون بعد از استفاده از تمام لذائذ دنیا و ماشین و ویلا و غیره در ایران، گرین کارت و اقامت اروپا و خرید ملک و املاک در کشورهای مستکبر و ظالم و خونخوار است. …,ANGRY
1955, به نظرم یه گوشی نوکیا میخریدم اینقدر اعصابم خورد نمیشدگریه داره خنده نداره خاهرم,SAD
1956,به نظر من امامخمینی خیلی مودبانه برخورد کرد اگه نه خود شما رو از حومه پاریس بردارن بیارن ایران چه حسی جز بدبختی و فلاکت ممکنه داشته باشید.,OTHER
1957, شاید تو اون کلاس خوشبو تر هم باشه عه آنوقت اونی که مثل حیوان برهنه ارزش داره نه که خودشو واسه هزاران نفر بی حجاب می کنه نه اقاش یا ناموسش عجب ادمایه جالبی هستید,SURPRISE
1958,یکی برای من از یه کانال پیام فوروارد میکنه که سربازی رو نمیفروشند، در همون لحظه یکی دیگه پیام میفرسته که میفروشند. تو هر دو هم با شک و تردید حرف میزنن. عجب وضع گندی شده خدا وکیلی. تا حالا اینجوری تاثیر اخبار ضد و نقیض رو اعصابم رو حس نکرده بودم.,ANGRY
1959,اه دوباره اعصابم به چخ رفتهههه:(((,ANGRY
1960,افرادی که بوی گل دوست دارن میتونند انتخاب کنند من خیلی خوشم نیومد بیشتر بوهای تلخ و خنک دوست دارم توی شگفت انگیز خریدم ولی کلن ماندگاری خوبی داره .,OTHER
1961,چه سوال سختی! هدفی ندارم. نگاهم هم هر چه باشه تحت تاثیر تجربیات دائم تغییر میکنه پس مهم نیست. سعی میکنم امروز رو خوب زندگی کنم. از فردا خبر ندارم. کمی یاد بگیرم. کمی کارا رو هل بدم جلو. کمی با خانواده باشم و کمی با دوستان. کمی راه برم. کمی زندگی کنم. انتگرالش بزرگ میشه.,OTHER
1962,زندانی سیاسی تبعیدی، #ارژنگ_داوودی، در زندان #زاهدان، بیش از ۱۶ روز است که در بی خبری مطلق و سکوت رسانه ای در اعتصاب غذا است. این زندانی سالخورده و بیمار در اعتراض به یک سال حبس در قرنطینه و در محیطی آلوده و غیربهداشتی و محروم از کلیه امکانات، دست به #اعتصاب_غذا زده است.,SAD
1963,از این وضعیت متنفرم.,HATE
1964,رد ِ گرهها رو که بخوام بزنم میبینم که همه جا هستن و همیشه چند ماه باهاشون راحتم و کنار میام اما یهو میره روی اعصابم... که چرا باید اینطوری باشه؟,ANGRY
1965,در دیدار مقام وزارتخارجه رژیم ایران و کاردار #لهستان، رژیم خشم خود را از اجلاس لهستان نشان داد و مدعی شد: «این یک حرکت خصمانه از سوی آمریکا علیه جمهوری اسلامی است و انتظار میرود لهستان از همراهی با آمریکا در برگزاری این کنفرانس خودداری کند». #ایران …,OTHER
1966,بهترین برنامه برای #دههفجر مجازات مسئولان فاسد جلوی چشم همه مردمه، نه دعوت از همونا برای سخنرانی. ایمان مردم به انقلاب جز با عملِ انقلابی تقویت نمیشه. بس است سخنرانی...,ANGRY
1967,"""چرا از #روز_دختر متنفرم؟ - مناسبتي من درآوردي است كه تا ده سال پيش وجود نداشته - منشا آن تاريخ تولد قمري يك توله در عربستان است و هيچ ربطي به ايران و ايراني ندارد - و از همه مهمتر، هدف از آن تقسيم جامعه به دو بخش """"زنان"""" و """"دختران"""" است، و اشاعه فرهنگ تبديل زن به كالاي مصرفي""",HATE
1968,در عرصه سیاست، تنها کاری که ج.ا. با موفقیت انجام داده، ساخت و ایجاد مخالفین قلابی برای کنترل و مدیریت جمعیت های ناراضی مردم از اقشار مختلف جامعه اس. وجه مشترک همه این ها: ۱.فرد گرایی ۲.عدم ارائه راهکار و چشم انداز مورد نظرشون ۳.تلاش برای از بین بردن اتحاد مردم با بر چسب زنی ۱/۳,OTHER
1969,کودکان زاهدانی به چشم نمیآیند، مرگ دلخراش دانشجویان در میان هیاهوی سیاستبازان گم میشود.فریاد بیکفایتی مسئولان دانشگاه آزاد به جایی نمیرسد چون تحت نظارت هیچ نهاد انتخابی نیستند.دولت و مجلس نمیتوانند بازخواستشان کنند. به مسئولان دانشگاه امیدی نیست. اعضای هیئت امنا چه میکنند؟,SAD
1970,من فدای پشماتون می دونم وضع مالی خیلیاتون خوبه می دونم اولویت گوشی دس گرفتنتون تفریح و خنده اس ولی یه دوروز همت کنید هرجا هستید بگید 16 مهر اعتصاب عمومیه،باور کنید اگه ما درد هموطنی که این روزا داره از بی پولی و گرانی می رنجه رو حس نکنیم حرمت قلم رو شکستیم,SAD
1971,الان رفتن به دَرَک نه تنها فحش و نفرین نیست که غایت آرزو واسه نفره.,OTHER
1972,جواب سوال مسابقه رو میتونم یکشنبه بدم یا فقط باید همون شنبه جواب داد,OTHER
1973,ما از مسئولان متشکریم که طوری سانسور را در ما نهادینه کردهاند که الان ما حمام هم میرویم با لباس میرویم.,OTHER
1974,ديشب از ساعت٥/٥ از غرب تهران راه افتادم برم تهرانپارس ،ساعت ٨ رسيدم ، فكر عمر از دسته رفته تو ترافيك اعصابم رو خورد مي كرد،اين مملكت نياز به براندازي و تحريم نداره ،سه روز پشت سر هم بارون بباره مملكت از دست مي ره,ANGRY
1975,میخوام انگشت بندازم تو یقهم و جر بدم برم پایین.,ANGRY
1976,تجمع اعتراضی پیمانکاران در مقابل شورای شهر #تهران وبستن خیابان در اعتراض به پرداخت نشدن مطالباتشون از شهرداری قابل توجه اینکه این سومین تجمع پیمانکاران میباشد یکشنبه۲دیماه #اعتصابات_سراسری,OTHER
1977,اینقدر بدم میاد این گزارشگرهای ایرانی میخوان باخت تیم ملی رو ماستمالی کنن، نمیفهمن کسی با این حرفا آروم نمیشه، بلکه همه عصبی میشن,HATE
1978, : اگر بازیکنان را میبافتند قطعا سه گل نمیخوردیم  : وقتی میله های مترو رو کوتاه بسازند این باخت هم نتیجش میشه  : اعتراض به داورم میخاره,OTHER
1979,پریود شدم عصبیم ننه ایشالله خونریزی قسمت همه,ANGRY
1980, واقعا هم خنده داره ???,HAPPY
1981,الآن با خبر شدم که معلمهای شهرمون فردا و پسفردا را در اعتصاب خواهند بود. حمایت اقشار جامعه لازمه گسترده کردن این حرکت مدنی است. دانشجویان و قشر فرهیخته جامعه نیز باید حمایت کنند. ترس و سکوت خیانت به تاریخ است.... #اعتصاب_سراسری #اعتصاب_دانشجویی۲۲مهر #اعتصاب_معلمان «ایرانمان»,OTHER
1982,بعد از خشونت چند وقت اخیر در ورزشگاهها اینبار حضور مجری زن در ورزشگاه آزادی بین تیمهای استقلال و فولاد جوری که باید فقط صداش از بلندگوها شنیده میشد,OTHER
1983,فیو زدن بضی توییتا Gay عاشق شدن Gay ناراحت شدن و اخلاق خاص داشتن Gay اینکه فک کنی هیچ درصدی گی نیسی و ادا تنگا رو دربیاری Gay اخلاق خاص داشتن Kheili gay,OTHER
1984,#زلزله_شوخی_نیست مسئولان ما همچنان فریب بازی #پوتین #ترامپ را خورده اند و بجای مشکلات مردم درگیر موضوع #حریری هستند #بازار_صلاح #درآمد_کثیف,SAD
1985,رو بیشازحد ریسکی میدونم که بخواد عقلانی باشه، وگرنه تا الان دربارهی این دختر آخری که ازش خوشم اومدهبود یه کاری میکردم. این چیزیه که «من» بهش تبدیل شدم، پس لازم و درست نیست که بخوام تعمیمش بدم به بقیه، بقیه کاری که برای خودشون درسته رو باید بکنن.,OTHER
1986,بینیمو باید عمل کنم و از ترس آمپول دارم گریه میکنم.:)),FEAR
1987,چند وقته به طرز عجیبی دلم میخواد که یکی بود که Fear of a blank planet استیون ویلسون رو حفظ بود و سوار ماشین در حال رانندگی با هم داد میزدیم و میخوندیمش ولی هیشکی نیست. هیشکی.,SAD
1988,این هدفون صداخفنکن دار عجب موجود خوفیه! این کولی همیشه مسافر چه عمری را تباه کرد توی این پروازها که به جای پادکست به صدای موتور هواپیما گوش میکرده تا به حال.,SURPRISE
1989,مو ها رو صاف نمیکنه حتی وز مو هارم نگرفت. سر دندونه شونه هاش یه پوشش سیلیکونی مانند داره که باعث میشه مو ها وحشتناک کشیده شه. من کلی مو هام کنده میشه هر دفعه . نکته مثبت هم زود گرم میشه و حرارتش به مو ها آسیب نمیزنه,SAD
1990,اگه میتونستم از زندگی فرار میکردم میرفتم تو یه روستا که هیچکی منو نمیشناسه کارگری میکردم... نمیخوام احدی رو اشنا ببینم,SAD
1991,تو به گور پدرت خندیدی که اتدکی اندیشه باید ... حروم فکر فکر کردی کلام خدا که سر تا سرش از تفکر فلسفه و علوم صحبت می کنه چرت و پرت بعد تو داعش نما نتوهم با عرور تکبر خدارو به عحب عجب می خوانی  بعد برای خدا تاسف می خوری و خودت رو صاحب علم میدانی بی شرف متوهم,ANGRY
1992,قبل اينكه حرفى رو بزنيد خوب راجبش فكر كنيد ببينيد با شنيدن اين حرف طرف مقابل خوشحال ميشه يا ناراحت، بعد تصميم بگيريد كه اون حرف و بزنيد يا نه..,OTHER
1993,بحران #٣٠سالگي براي من فقط بحران مالي بود ، كه اونم در بدترين وضع ممكن در حال گذارم ولي خب به قول آقا #خيام این قافله عمر عجب میگذرد دریاب دمی که با طرب میگذرد ساقی غم فردای حریفان چه خوری پیش آر پیاله را که شب میگذرد #تولد خودم رو به همه #تسليت ميگم چون دهنتون صافه,SAD
1994,عباس زائری نویسنده، فعال زیستمحیطی و چهره فرهنگی اجتماعی میناب درگذشت. او باوجود معلولیت جسمی فردی فعال در عرصههای مختلف بود. پوشیدن کفن و رفتن به درون یک فروچاله در اعتراض به برداشت بیرویه از منابع آبی میناب، یکی از اقدام نمادین او بود که در رسانهها بازتاب زیادی داشت.,SAD
1995,آیا واژگانی مثل چاق و کچل و شهرستانی و پیرزن تحقیرآمیزن؟ اگه شما رو ناراحت کنن بله، در غیر این صورت خیر. خیلی سادهست: کسی که قصد داره از طریق این واژگان دیگری رو تحقیر کنه روی اجماع عمومی بر سر بار منفی این صفات حساب باز کرده. تحقیرکننده معلومالحاله، ریشهی مشکل یه جای دیگهست.,OTHER
1996,مام نیوا گرفتم بیست و شش. اعصابم خورد شد. بعد رفتم دیجی کالا دیدم زده سی و چهار.,ANGRY
1997,فیلمهای ایرانی براحتی درجشنواره های بزرگ جایزه میگیرندچون خارجی هافکرمیکنندفیلم،اثرتخیلات خلاق فیلمنامه نویس وتلاش بازیگراست درحالیکه هردوفقط زندگی عادی مارانشان میدهد مثلاطلاق گرفتن رفتن به ورزشگاه خارجی هافکرمیکننداینهاتخیلات سازنده است نمیدونن این بدبختی هازندگی واقعی ماست,SAD
1998,دوستت دارم می بینی عزیز!؟ کوتاه است خودم که بلند میگویمش همه ی دنیا می فهمد. #عیسی_فرهادی …,HAPPY
1999,انقدر پانزدهم بهمن پانزدهم بهمن کردی می خواستی تولد داریوش رو تبریک بگی؟؟؟ برو به یوم الله ۱۷ بهمن ایمان بیار برادر..  …,OTHER
2000,بله، خیلی بده که یکی بدون هیچ توضیح و دلیلی بازداشت بشه و ضمنا باهاش با خشونت و تحقیر رفتار بشه.,SAD
2001,حوصله ندارم دلم گرفته چیکار کنم کاش، زودتر فردا بیاد و بره بدم میاد از تعطیلی,SAD
2002,عذر خواهی بچه های تیم ملی رو میبینم اعصابم شخمی تر میشه,ANGRY
2003,از این که کاری رو #ازسربازکردنی انجام می دن، متنفرم!,HATE
2004,الان عادل توی نود هفته بعد یه کلیپ حماسی از کیروش پخش میکنه و این موفقیت رو ربط میده به کیروش …,OTHER
2005,"""قدرت مغناطیسیش هم بالاست. گوشیم آنر 9 هست و به خوبی جذب میشه و کنده نمیشه""""""",OTHER
2006, سرو صداش خیلی کمههفدهتا شاخ فالور بلاک کردم اینکه چرند مینویسن لایک میخوره خیلی رو مخم بود .,ANGRY
2007,نکته وحشتناک در مورد آخوندا اینه که این جماعت قابلیت اینو داره که صد سال دیگه یه مقبره از ابوبکر البغدادی بسازه و یه عده برن خودشونو بهش زنجیر کنن تا شفاعت بگیرن #جهل,FEAR
2008,دوست پسری که بعد یه سال بفهمه تو کک و مک داری گاوه! تازه همیشه هم بدون میکاپ باشی پیشش :))) یادم افتاد اعصابم بهم ریخت اصن,ANGRY
2009, دقیقا دیروز منم داشتم صحبتای آقا راد رو گوش میکردم از این قسمت حرفش خیلی ناراحت شدم. ....باوجودی که اصلا از مسیح خوشم نمیاد و ازش متنفرم به لحظه دلم سوخت,SAD
2010,اگر به مرور یک چیزی گران میشد خب آدم میگفت صرفاً وضع اقتصادی خرابه، ولی وقتی ظرف یک ماه یا یک روز دلار اینچنین افزایش قیمت پیدا میکنه یعنی قطعا داره یک فساد و دزدی صورت میگیره و سکوت و بیتفاوتی مسئولان مقابل این فساده که زجرآوره.,SAD
2011,خرمآبادی، دبیر کارگروه تعیین مصادیق محتوای مجرمانه: از سوی دادستانی کل کشور به مسئولان وزارت ارتباطات اخطار داده شده که رفع فیلتر اینستاگرام بر خلاف موازین قانونی و قضایی انجام شده و مسئولان امر باید پاسخگو باشند ـ فارس,OTHER
2012,هر روز ک میگزره و یادم میوفته چقدررررر دوسش داشتم بیشتر از خودم بدم میاد #عشق_یک_طرفه,HATE
2013,من خودم آدم نسبتا رکی ام. اما یکی دو روز پیش یکی یه جوری زد تو پرم که هنوز اعصابم خورده. چیکار کنم حالم جا بیاد؟,ANGRY
2014,یادگار صادقی جوان معترض به جلیلی که در اعتراض به بیکار کردن مردم بانه توسط عوامل حکومتی دستگیر شده . تنهایش نگذاریم #یادگار صادقی #اعتصاب کردستان,OTHER
2015,نیم ساعت دیرتر از دیروز راه افتادم نتیجه اینکه هنوز نرسیدم شرکت تازه ۱۱:۳۰ هم باید بیام بیرون برم دانشگا :| لعنت به ترافیک,HATE
2016,کاش این بدبختی امروز، پیش نیومده بود . کاش منم مثل قبل بودم .کاش میتونستم راحت باشم,SAD
2017,عجب صدایی داری بلا,SURPRISE
2018,بزرگترین اشتباه، اشتباه نکردنه - اونم بخاطر ترس از اینکه یک چیزی ممکنه اشتباه باشه,FEAR
2019,من تو شگفت انگیز خریدم که بد نبود اما ماندگاریش خیلی کمه. ادکلن آبیه بوش بهتر بود,OTHER
2020,چرا همين كه از خواب بيدار ميشم اعصابم بايد خورد شه؟؟,ANGRY
2021,به نظرم يه كمپينى بايد راه بيفته مرداى ايتاليايى با زن هاى كلمبيايى ازدواج كنن ببينيم محصول مشترك شگفت انگيزشون چطور ميشه,OTHER
2022,عجب موهایی . خوش باشی ??,HAPPY
2023,آدما ممکنه از یه جایی به بعد ناراحت شن تو تولدشون که پیر تر شدن ولی من هرسال امید دارم که قیافم بزرگونه تر شه و بیشتر جدی گرفته بشم,SAD
2024,ده روز کارکردی؟ ۸۰هزار کار کردی؟؟،روز۸هزار تومن ،چوم ،من ۵۰۰تا کارگر اینجور میخام،،،،،،عــــجب,SURPRISE
2025,کربلا بگو آیا یادت هست که خیل خصم سر کبوتر قافلهسالار عشق را بر سرنیزه کردند و با خود بردند؛ ولى هنوز دشت پر از نور و صفا بود؟ خیمههاى اهل حرم را به آتش کشیدند تا شاید خشم و غضبشان فرو نشیند و غافل از اینکه آه طفلان حرم باز آنان را به آتش خواهد کشانید #حب_الحسین_یجمعنا,SAD
2026,"""یه عالم ژانر اومد و رفت نه حوصلهی نوشتن داشتم نه لزومی میدیدم مشارکت کنم، ولی مسئلهی گوگوش خیلی رو اعصابم رفت، دلیلشم اینه که مشکل اغلب خزعبلگوها """"زن بودن"""" گوگوشه، اگه اون استادای خفنشون با دختر همسن پسرشون ازدواج کنه ایرادی نداره ولی خوب گوگوش چون زنه کلا باید بمیره! حکایت/""",ANGRY
2027,"""شرکت تولید لوازم و پوشاک ورزشی نایک نوعی کفش را که در کف آن طرحی شبیه کلمه """"الله"""" حک شده روانه بازار اروپا کرده که خشم مسلمانان را برانگیخته است""",ANGRY
2028,اعصابم خورده فقط توییت کردن به زبان عربی آرومم می کنه,ANGRY
2029,پزشک #ترامپ میگوید ریسجمهوری ژن خیلی خوب دارد، برای همین علیرغم اینکه ورزش نمیکند از وضعیت جسمی بسیار عالی برخوردار است. #ژن_خوب,HAPPY
2030,نمود آدمای احمق و بیصلاحیت همهجای این مملکت هست. زنیکه کلا یه کار داشته که نسخهرو بخونه و وقت بده. همون یهکارم درست انجام نداده و من بهخاطرش از ۶ صبح علاف شدم و همونطور که میبینید ریده شد تو اعصابم,ANGRY
2031,البته که سگ شاشید دهن خودش و اون رهبر عنش. این یارو آخوند تشریف داره و مشغول مسخره کردن دولت و مجلسه. گولشون نمیخوریم ولی ناموسا خنده داره:))),ANGRY
2032,برای فردا جمعه، ساعت ۱۷:۳۰ سینما استقلال میدان ولیعصر، یه بلیط انیمیشن فیلشاه موجوده و میخوام بدم به یکی از بچههای زحمتکشِ کار که تماشا کنه. کسی آشنا داره؟ کمک کنید لطفا. #ريتوييت_لطفا,OTHER
2033,اصلا نباید وارد حیطه ی آموزش بشم، اعصابم نمیکشه، حالا اینام هروقت مربی نمیاد منو میزارن جاش از اونجاییم که حوصله ندارم کلاسو زود تعطیل میکنم و میرینم تو تایم باشگاه:),ANGRY
2034,پس باید کارمندا از برنامه شما متنفر باشن چون دیگه بهانه ای ندارند که از زیر کار فرار کنن,HATE
2035,خشم دارم از قانونی که چنین چیزی رو برمیتابه و مدعی هستیم عمل به اون همون عدالته گند زدیم به هرچه از مفهوم عدالت میشود تصور کرد …,ANGRY
2036,قطعا یک سرمایهگزار خارجی برای تفریح در ایران سرمایهگزاری نمیکنه!,OTHER
2037,هوای نامطلوب تهران در فروردین ماه,SAD
2038,هرچه بگندد نمکش میزنند وای به روی که بگندد نمک.... پلیس درایران یعنی وحشت.. ترس... اضطراب...,FEAR
2039,سه تا چیز هست در مورد رفتار با حیوونا که عصبیم میکنه؛ اول اینکه میپرسن نژادش چیه؟ دوم اینکه لباس تنشون میکنن( مخصوصا زنگوله به گردن گربه) سوم اینکه تربیتشون میکنن و در موقعیتهای دشوار قرارشون میدن( مثل گذاشتن غذا جلوشون و گفتن اینکه نخور) برای گرفتن فیلم اینستاگرام,ANGRY
